name,stepsize,val_accuracy
sgld,1e-09,0.2801576852798462
sgld,1e-08,0.7516147494316101
sgld,1e-07,0.9110468029975891
sgld,1e-06,0.8548395037651062
sgld,1e-05,0.10175246745347977
